"","X","CD.Name","Common.Name","NS.Probe.ID","Class.Name","Gene.Class","Cell.Type","CT.antigen","surface.marker","is.HK","IR.Innate","IR.Adaptive","IR.Humoral","IR.F","Adhesion","Antigen.Processing","B.Cell.Functions","Cell.Cycle","Cell.Functions","Chemokines","Complement","Cytokines","Cytotoxicity","Interleukins","Leukocyte.Functions","Macrophage.Functions","Microglial.Functions","NK.Cell.Functions","Pathogen.Defense","Regulation","Senescence","T.Cell.Functions","TLR","TNF.Super.family","Transporter.Functions","Immune.Response.Category","Annotation","Synonyms...Previous.Symbols","IR.Type","Cell.Type.April","Cell.Type.TCGA2"
"SH2D1B",647,NA,"SH2D1B","NM_053282.4:545","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leukocyte Functions","Leukocyte activation","EAT2",NA,NA,NA
"SIGIRR",648,NA,"SIGIRR","NM_021805.2:469","Endogenous","Immune Response","Cytotoxic cells",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Innate immune response","TIR8","I",NA,NA
"SIGLEC1",649,"CD169","SIGLEC-1","NM_023068.3:5165","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Transporter Functions","CD molecules, Phagocytosis recognition and engulfment","SN, SIGLEC-1, CD169, FLJ00051, FLJ00055, FLJ00073, FLJ32150, dJ1009E24.1, sialoadhesin",NA,NA,NA
"SLAMF1",650,"CD150","SLAM","NM_003037.2:580","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules, Adaptive immune response","SLAM, CD150","A",NA,NA
"SLAMF6",651,"CD352","SLAMF6","NM_001184714.1:1032","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","KALI, NTBA, KALIb, Ly108, SF2000, NTB-A, CD352",NA,NA,NA
"SLAMF7",652,"CD319","SLAMF7","NM_021181.3:215","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules, Innate immune response","CRACC, 19A, CS1, CD319","I",NA,NA
"SLC11A1",653,NA,"NRAMP1","NM_000578.2:1965","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"T-Cell Functions","T-cell proliferation","LSH, NRAMP, NRAMP1",NA,NA,NA
"SMAD2",654,NA,"SMAD2","NM_005901.5:1678","Endogenous","Immune Response - Cell Type specific","Th2 cells",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions","Basic cell functions, Cell Type specific","MADH2, MADR2, JV18-1",NA,NA,NA
"SMAD3",655,NA,"SMAD3","NM_005902.3:4220","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","Regulation of immune response","MADH3, JV15-2, HsT17436",NA,NA,NA
"SMPD3",656,NA,"SMPD3","NM_018667.3:4733","Endogenous","Immune Response - Cell Type specific","Eosinophils",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions","Basic cell functions, Cell Type specific","NSMASE2",NA,NA,NA
"SOCS1",657,NA,"SOCS1","NM_003745.1:1025","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"T-Cell Functions","T-cell differentiation","SOCS-1, SSI-1, JAB, TIP3, Cish1",NA,NA,NA
"SPA17",658,NA,"SPA17","NM_017425.3:175","Endogenous","CT Antigen",NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","SP17, CT22",NA,NA,NA
"SPACA3",659,NA,"SPACA3","NM_173847.3:112","Endogenous","CT Antigen",NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","ALLP17, SLLP1, LYC3, LYZL3, CT54",NA,NA,NA
"SPANXB1",660,NA,"SPANXB1","NM_032461.2:321","Endogenous","CT Antigen",NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","CT11.2",NA,NA,NA
"SPINK5",661,NA,"SPINK5","NM_006846.3:2595","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","Negative regulation of immune response","VAKTI, LEKTI, LETKI, NETS, NS, FLJ21544, FLJ97536, FLJ97596, FLJ99794, DKFZp686K19184",NA,NA,NA
"SPN",662,"CD43","SPN","NM_003123.3:2345","Endogenous","Immune Response","NK cells",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","CD molecules, Regulation of immune response","LSN, CD43, GPL115",NA,NA,NA
"SPO11",663,NA,"SPO11","NM_198265.1:492","Endogenous","CT Antigen",NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","CT35, SPATA43, TOPVIA",NA,NA,NA
"SPP1",664,NA,"SPP1","NM_000582.2:760","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cytokines","Cytokines and receptors","BNSP, OPN, BSPI, ETA-1",NA,NA,NA
"SSX1",665,NA,"SSX1","NM_005635.2:174","Endogenous","CT Antigen",NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","CT5.1",NA,NA,NA
"SSX4",666,NA,"SSX4","NM_005636.3:140","Endogenous","CT Antigen",NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","CT5.4",NA,NA,NA
"ST6GAL1",667,NA,"ST6GAL1","NM_003032.2:1300","Endogenous","Immune Response",NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Humoral immune response","SIAT1","H",NA,NA
"STAT1",668,NA,"STAT1","NM_007315.2:205","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Chemokines, Regulation","Cytokines and receptors, Transcription factors, Transcriptional regulators","STAT91, ISGF-3","I",NA,NA
"STAT2",669,NA,"STAT2","NM_005419.2:1965","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Chemokines, Regulation","Cytokines and receptors, Transcription factors, Transcriptional regulators","STAT113",NA,NA,NA
"STAT3",670,NA,"STAT3","NM_139276.2:4535","Endogenous","Immune Response","MDSC",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Chemokines, Regulation","Cytokines and receptors, Transcription factors, Transcriptional regulators","APRF","F","MDSC",NA
"STAT4",671,NA,"STAT4","NM_003151.2:789","Endogenous","Immune Response - Cell Type specific",NA,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Chemokines, Regulation, T-Cell Functions","Adaptive immune response, Cytokines and receptors, Cell Type specific, Transcription factors, Transcriptional regulators, Th1 orientation","","A",NA,NA
"STAT5B",672,NA,"STAT5B","NM_012448.3:200","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Chemokines, Regulation","Adaptive immune response, Cytokines and receptors, Transcription factors, Transcriptional regulators","","A",NA,NA
"STAT6",673,NA,"STAT6","NM_003153.3:2030","Endogenous","Immune Response - Cell Type specific",NA,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Chemokines, Regulation, T-Cell Functions","Adaptive immune response, Cytokines and receptors, Cell Type specific, Th2 orientation, Transcription factors, Transcriptional regulators","D12S1644, IL-4-STAT","A",NA,NA
"SYCP1",674,NA,"SYCP1","NM_003176.2:230","Endogenous","CT Antigen",NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","HOM-TES-14, SCP1, CT8",NA,NA,NA
"SYK",675,NA,"SYK","NM_003177.3:1685","Endogenous","Immune Response",NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Macrophage Functions","Macrophage activation, Adaptive immune response, Innate immune response","","A;I",NA,NA
"SYT17",676,NA,"SYT17","NM_016524.2:1150","Endogenous","Immune Response - Cell Type specific","iDC",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions","Basic cell functions, Cell Type specific","",NA,NA,NA
"TAB1",677,NA,"TAB1","NM_153497.2:614","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Innate immune response","MAP3K7IP1","I",NA,NA
"TAL1",678,NA,"TAL1","NM_003189.2:4635","Endogenous","Immune Response","Mast cells",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","Transcription factors, Adaptive immune response","TCL5, SCL, bHLHa17","A",NA,NA
"TANK",679,NA,"TANK","NM_004180.2:110","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Innate immune response","TRAF2, I-TRAF","I",NA,NA
"TAP1",680,NA,"TAP1","NM_000593.5:2075","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antigen Processing","Adaptive immune response, Antigen processing and presentation","ABCB2, PSF1, RING4, D6S114E",NA,NA,NA
"TAP2",681,NA,"TAP2","NM_000544.3:909","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antigen Processing","Adaptive immune response, Antigen processing and presentation","ABCB3, PSF2, RING11, D6S217E",NA,NA,NA
"TAPBP",682,NA,"TAPBP","NM_003190.4:1536","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Antigen Processing","Adaptive immune response, Antigen processing and presentation","TAPA",NA,NA,NA
"TARP",683,NA,"TCRG","NM_001003799.1:560","Endogenous","Immune Response - Cell Type specific","Tgd",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cell Functions","Basic cell functions, Cell Type specific","CD3G, TCRG, TCRGC1, TCRGC2",NA,"Tgd",NA
"TBK1",684,NA,"TBK1","NM_013254.2:1610","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Innate immune response","NAK","I",NA,NA
"TBP",685,NA,"TBP","NM_001172085.1:587","Endogenous","HK",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","GTF2D1, SCA17, TFIID",NA,NA,NA
"TBX21",686,NA,"TBX21","NM_013351.1:890","Endogenous","Immune Response - Cell Type specific",NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"Regulation, T-Cell Functions","Adaptive immune response, Cell Type specific, Regulation of immune response, Th1 orientation","TBLYM, T-bet",NA,"Th1 cells","Th1 cells"
"TCF7",687,NA,"TCF7","NM_003202.2:2420","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Regulation","Transcription factors","TCF-1",NA,NA,NA
"TFE3",688,NA,"TFE3","NM_006521.3:2935","Endogenous","Immune Response",NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Humoral immune response","TFEA, bHLHe33","H",NA,NA
"TFEB",689,NA,"TFEB","NM_007162.2:2026","Endogenous","Immune Response",NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Humoral immune response","TCFEB, bHLHe35","H",NA,NA
"TFRC",690,"CD71","CD71","NM_003234.1:1220","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","CD71, TFR1, p90",NA,NA,NA
"TGFB1",691,NA,"TGFB1","NM_000660.3:1260","Endogenous","Immune Response","MDSC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Interleukins, Regulation","Immunosuppression, Interleukins, Negative regulation of immune response","TGFB, DPD1, CED, TGFbeta",NA,"MDSC",NA
"TGFB2",692,NA,"TGFB2","NM_003238.2:1125","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Interleukins","Immunosuppression, Interleukins","",NA,NA,NA
"THBD",693,"CD141","THBD","NM_000361.2:1246","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Leukocyte Functions","CD molecules, Leukocyte migration","CD141",NA,NA,NA
"THBS1",694,NA,"THBS1","NM_003246.2:3465","Endogenous","Immune Response - Cell Type specific","Eosinophils",0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Antigen Processing, Cell Cycle, Regulation","Cell cycle arrest, Cell Type specific, Chronic inflammatory response, Negative regulation of antigen processing","TSP1, THBS, TSP, THBS-1, TSP-1","F","Eosinophils",NA
"THY1",695,"CD90","THY1","NM_006288.2:135","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","CD molecules","CD90",NA,NA,NA
"TICAM1",696,NA,"TICAM1","NM_014261.1:518","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Macrophage Functions","Macrophage activation, Innate immune response","TRIF, TICAM-1, MGC35334, PRVTIRB","I",NA,NA
"TICAM2",697,NA,"TICAM2","NM_021649.4:3234","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Innate immune response","TRAM, TICAM-2, TIRP","I",NA,NA
"TIGIT",698,NA,"TIGIT","NM_173799.2:1968","Endogenous","Immune Response",NA,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"T-Cell Functions","Adaptive immune response, T-cell activation","VSIG9, VSTM3, FLJ39873, DKFZp667A205","A",NA,NA
"TIRAP",699,NA,"TIRAP","NM_148910.2:661","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Innate immune response","Mal, wyatt","I",NA,NA
"TLK2",700,NA,"TLK2","NM_006852.2:2335","Housekeeping","HK",NA,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","PKU-ALPHA, MGC44450",NA,NA,NA
"TLR1",701,"CD281","TLR1","NM_003263.3:545","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Microglial Functions, TLR","CD molecules, Innate immune response, Microglial cell activation, Toll-like receptor","rsc786, KIAA0012, CD281","I",NA,NA
"TLR10",702,"CD290","TLR10","NM_030956.2:2246","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"TLR","CD molecules, Innate immune response, Toll-like receptor","CD290","I",NA,NA
"TLR2",703,"CD282","TLR2","NM_003264.3:180","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"TLR","CD molecules, Innate immune response, Toll-like receptor","TIL4, CD282","I",NA,NA
"TLR3",704,"CD283","TLR3","NM_003265.2:230","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Microglial Functions, TLR","CD molecules, Innate immune response, Microglial cell activation, Toll-like receptor","CD283","I",NA,NA
"TLR4",705,"CD284","TLR4","NM_138554.2:2570","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Microglial Functions, TLR","CD molecules, Innate immune response, Microglial cell activation, Toll-like receptor","hToll, CD284, TLR-4, ARMD10","I",NA,NA
"TLR5",706,NA,"TLR5","NM_003268.3:215","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"TLR","Innate immune response, Toll-like receptor","SLEB1, TIL3, FLJ10052, MGC126430, MGC126431","I",NA,NA
"TLR6",707,"CD286","TLR6","NM_006068.2:2530","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"TLR","CD molecules, Innate immune response, Toll-like receptor","CD286","I",NA,NA
"TLR7",708,NA,"TLR7","NM_016562.3:4120","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Microglial Functions, TLR","Microglial cell activation, Innate immune response, Toll-like receptor","","I",NA,NA
"TLR8",709,"CD288","TLR8","NM_016610.2:2310","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"TLR","CD molecules, Innate immune response, Toll-like receptor","CD288","I",NA,NA
"TLR9",710,"CD289","TLR9","NM_017442.2:985","Endogenous","Immune Response",NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"TLR","CD molecules, Innate immune response, Toll-like receptor","CD289","I",NA,NA
"TMEFF2",711,NA,"TMEFF2","NM_016192.2:972","Endogenous","CT Antigen",NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","TENB2, HPP1, TR, TPEF, CT120.2",NA,NA,NA
"TMUB2",712,NA,"TMUB2","NM_024107.2:1485","Housekeeping","HK",NA,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","MGC3123",NA,NA,NA
"TNF",713,NA,"TNF-alpha","NM_000594.2:1010","Endogenous","Immune Response",NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Interleukins, TNF Superfamily","Humoral immune response, Interleukins, TNF superfamily members and their receptors","TNFA, TNFSF2, DIF, TNF-alpha","H",NA,NA
"TNFAIP3",714,NA,"TNFAIP3","NM_006290.2:260","Endogenous","Immune Response",NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"TNF Superfamily","Innate immune response, TNF superfamily members and their receptors","A20, OTUD7C","I",NA,NA
"TNFRSF10B",715,"CD262","TNFRSF10B","NM_003842.3:565","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"TNF Superfamily","CD molecules, TNF superfamily members and their receptors","DR5, KILLER, TRICK2A, TRAIL-R2, TRICKB, CD262",NA,NA,NA
"TNFRSF10C",716,"CD263","TNFRSF10C","NM_003841.3:682","Endogenous","Immune Response","Neutrophils",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"TNF Superfamily","CD molecules, TNF superfamily members and their receptors","DcR1, TRAILR3, LIT, TRID, CD263",NA,NA,NA
"TNFRSF11A",717,"CD265","RANK","NM_003839.2:490","Endogenous","Immune Response",NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"TNF Superfamily","Adaptive immune response, CD molecules, TNF superfamily members and their receptors","PDB2, LOH18CR1, RANK, CD265, FEO","A",NA,NA
"TNFRSF11B",718,NA,"TNFRSF11B","NM_002546.2:1075","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"TNF Superfamily","TNF superfamily members and their receptors","OPG, OCIF, TR1",NA,NA,NA
"TNFRSF12A",719,"CD266","TNFRSF12A","NM_016639.1:575","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"TNF Superfamily","CD molecules, TNF superfamily members and their receptors","FN14, TweakR, CD266",NA,NA,NA
"TNFRSF13B",720,"CD267","TACI","NM_012452.2:160","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Chemokines, TNF Superfamily","CD molecules, Chemokines and receptors, TNF superfamily members and their receptors","TACI, CD267",NA,NA,NA
"TNFRSF13C",721,"CD268","TNFRSF13C","NM_052945.3:789","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Regulation, TNF Superfamily","CD molecules, Regulation of immune response, TNF superfamily members and their receptors","BAFFR, CD268",NA,NA,NA
"TNFRSF14",722,"CD270","TNFRSF14","NM_003820.2:916","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"Regulation, T-Cell Functions, TNF Superfamily","CD molecules, T-cell regulators, TNF superfamily members and their receptors","HVEM, ATAR, TR2, LIGHTR, HVEA, CD270",NA,NA,NA
"TNFRSF17",723,"CD269","TNFRSF17","NM_001192.2:635","Endogenous","Immune Response - Cell Type specific","B-cells",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Cell Functions, TNF Superfamily","Basic cell functions, Cell Type specific, CD molecules, TNF superfamily members and their receptors","BCMA, BCM, CD269, TNFRSF13A",NA,"B-cells","B-cells"
"TNFRSF18",724,"CD357","GITR","NM_004195.2:445","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"TNF Superfamily","TNF superfamily members and their receptors","AITR, GITR, CD357",NA,NA,NA
"TNFRSF1A",725,"CD120a","TNFRSF1A","NM_001065.2:515","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Chemokines, TNF Superfamily","CD molecules, Chemokines and receptors, TNF superfamily members and their receptors","TNFR1, TNF-R, TNFAR, TNFR60, TNF-R-I, CD120a, TNF-R55",NA,NA,NA
"TNFRSF1B",726,"CD120b","TNFRSF1B","NM_001066.2:835","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Chemokines, TNF Superfamily","CD molecules, Chemokines and receptors, TNF superfamily members and their receptors","TNFR2, TNFBR, TNFR80, TNF-R75, TNF-R-II, p75, CD120b",NA,NA,NA
"TNFRSF4",727,"CD134","OX40","NM_003327.2:200","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"TNF Superfamily","CD molecules, TNF superfamily members and their receptors","TXGP1L, ACT35, OX40, CD134",NA,NA,NA
"TNFRSF8",728,"CD30","CD30","NM_152942.2:2030","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"TNF Superfamily","CD molecules, TNF superfamily members and their receptors","CD30, D1S166E, KI-1",NA,NA,NA
"TNFRSF9",729,"CD137","CD137","NM_001561.4:255","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"TNF Superfamily","CD molecules, TNF superfamily members and their receptors","ILA, CD137, 4-1BB",NA,NA,NA
"TNFSF10",730,"CD253","TRAIL","NM_003810.2:115","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"Cytokines, Cell Cycle, Regulation, TNF Superfamily","CD molecules, Co-Regulators of autophagy and apoptosis/cell cycle, Cytokines and receptors, TNF superfamily members and their receptors","TRAIL, Apo-2L, TL2, CD253",NA,NA,NA
"TNFSF11",731,"CD254","RANKL","NM_003701.2:490","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"Transporter Functions, TNF Superfamily","CD molecules, Phagosome processing, TNF superfamily members and their receptors","TRANCE, RANKL, OPGL, ODF, CD254",NA,NA,NA
"TNFSF12",732,NA,"TWEAK","NM_003809.2:339","Endogenous","Immune Response",NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Chemokines, TNF Superfamily","Chemokines and receptors, TNF superfamily members and their receptors","TWEAK, DR3LG, APO3L",NA,NA,NA
"TNFSF13",733,"CD256","APRIL","NM_003808.3:810","Endogenous","Immune Response",NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"Regulation, TNF Superfamily","CD molecules, Regulation of immune response, TNF superfamily members and their receptors","APRIL, CD256",NA,NA,NA
